sim_number	sample_id	sim_file	m_kinetics_isotype_1_scheme_2_transition_2_parameter_1
627	631	../simulations/n_vars_1\sim_data\sample_631\sim_output\1\sim_prot_1_1_r1.txt	140.8675952500455
628	632	../simulations/n_vars_1\sim_data\sample_632\sim_output\1\sim_prot_1_1_r1.txt	201.1085467825019
629	633	../simulations/n_vars_1\sim_data\sample_633\sim_output\1\sim_prot_1_1_r1.txt	122.039397544051
630	634	../simulations/n_vars_1\sim_data\sample_634\sim_output\1\sim_prot_1_1_r1.txt	101.0613584038651
631	635	../simulations/n_vars_1\sim_data\sample_635\sim_output\1\sim_prot_1_1_r1.txt	113.6186370215277
632	636	../simulations/n_vars_1\sim_data\sample_636\sim_output\1\sim_prot_1_1_r1.txt	294.5885597431746
633	637	../simulations/n_vars_1\sim_data\sample_637\sim_output\1\sim_prot_1_1_r1.txt	198.0671751160298
634	638	../simulations/n_vars_1\sim_data\sample_638\sim_output\1\sim_prot_1_1_r1.txt	148.0923966288515
635	639	../simulations/n_vars_1\sim_data\sample_639\sim_output\1\sim_prot_1_1_r1.txt	488.5759386947694
636	640	../simulations/n_vars_1\sim_data\sample_640\sim_output\1\sim_prot_1_1_r1.txt	610.262604376229
637	641	../simulations/n_vars_1\sim_data\sample_641\sim_output\1\sim_prot_1_1_r1.txt	160.0438491252549
638	642	../simulations/n_vars_1\sim_data\sample_642\sim_output\1\sim_prot_1_1_r1.txt	81.85240355449169
639	643	../simulations/n_vars_1\sim_data\sample_643\sim_output\1\sim_prot_1_1_r1.txt	89.65082750916012
640	644	../simulations/n_vars_1\sim_data\sample_644\sim_output\1\sim_prot_1_1_r1.txt	429.2728208567632
641	645	../simulations/n_vars_1\sim_data\sample_645\sim_output\1\sim_prot_1_1_r1.txt	155.3998130801874
642	646	../simulations/n_vars_1\sim_data\sample_646\sim_output\1\sim_prot_1_1_r1.txt	492.7858667197123
643	647	../simulations/n_vars_1\sim_data\sample_647\sim_output\1\sim_prot_1_1_r1.txt	244.8572644708769
644	648	../simulations/n_vars_1\sim_data\sample_648\sim_output\1\sim_prot_1_1_r1.txt	132.8940378112246
645	649	../simulations/n_vars_1\sim_data\sample_649\sim_output\1\sim_prot_1_1_r1.txt	293.9211647410862
646	650	../simulations/n_vars_1\sim_data\sample_650\sim_output\1\sim_prot_1_1_r1.txt	364.0314188419435
647	651	../simulations/n_vars_1\sim_data\sample_651\sim_output\1\sim_prot_1_1_r1.txt	83.37807891445927
648	652	../simulations/n_vars_1\sim_data\sample_652\sim_output\1\sim_prot_1_1_r1.txt	525.6083682494486
649	653	../simulations/n_vars_1\sim_data\sample_653\sim_output\1\sim_prot_1_1_r1.txt	400.6621622846805
650	654	../simulations/n_vars_1\sim_data\sample_654\sim_output\1\sim_prot_1_1_r1.txt	124.4283020824296
651	655	../simulations/n_vars_1\sim_data\sample_655\sim_output\1\sim_prot_1_1_r1.txt	301.0188995532332
652	656	../simulations/n_vars_1\sim_data\sample_656\sim_output\1\sim_prot_1_1_r1.txt	291.2211875415143
653	657	../simulations/n_vars_1\sim_data\sample_657\sim_output\1\sim_prot_1_1_r1.txt	485.0598754048554
654	658	../simulations/n_vars_1\sim_data\sample_658\sim_output\1\sim_prot_1_1_r1.txt	109.9462520121809
655	659	../simulations/n_vars_1\sim_data\sample_659\sim_output\1\sim_prot_1_1_r1.txt	166.4632075213758
656	660	../simulations/n_vars_1\sim_data\sample_660\sim_output\1\sim_prot_1_1_r1.txt	240.8957027476872
657	661	../simulations/n_vars_1\sim_data\sample_661\sim_output\1\sim_prot_1_1_r1.txt	518.0816904365624
658	662	../simulations/n_vars_1\sim_data\sample_662\sim_output\1\sim_prot_1_1_r1.txt	437.7340228946425
659	663	../simulations/n_vars_1\sim_data\sample_663\sim_output\1\sim_prot_1_1_r1.txt	233.3979973480048
660	664	../simulations/n_vars_1\sim_data\sample_664\sim_output\1\sim_prot_1_1_r1.txt	449.6429421802218
661	665	../simulations/n_vars_1\sim_data\sample_665\sim_output\1\sim_prot_1_1_r1.txt	110.2066955041943
662	666	../simulations/n_vars_1\sim_data\sample_666\sim_output\1\sim_prot_1_1_r1.txt	68.90554095554577
663	667	../simulations/n_vars_1\sim_data\sample_667\sim_output\1\sim_prot_1_1_r1.txt	379.1283615551703
664	668	../simulations/n_vars_1\sim_data\sample_668\sim_output\1\sim_prot_1_1_r1.txt	241.9554529520696
665	669	../simulations/n_vars_1\sim_data\sample_669\sim_output\1\sim_prot_1_1_r1.txt	162.2082398187404
666	670	../simulations/n_vars_1\sim_data\sample_670\sim_output\1\sim_prot_1_1_r1.txt	251.5752886194738
667	671	../simulations/n_vars_1\sim_data\sample_671\sim_output\1\sim_prot_1_1_r1.txt	99.71052881846776
668	672	../simulations/n_vars_1\sim_data\sample_672\sim_output\1\sim_prot_1_1_r1.txt	114.3694373444997
669	673	../simulations/n_vars_1\sim_data\sample_673\sim_output\1\sim_prot_1_1_r1.txt	151.3202637710359
670	674	../simulations/n_vars_1\sim_data\sample_674\sim_output\1\sim_prot_1_1_r1.txt	489.268015975001
671	675	../simulations/n_vars_1\sim_data\sample_675\sim_output\1\sim_prot_1_1_r1.txt	358.6508484228334
672	676	../simulations/n_vars_1\sim_data\sample_676\sim_output\1\sim_prot_1_1_r1.txt	593.5892255673992
673	677	../simulations/n_vars_1\sim_data\sample_677\sim_output\1\sim_prot_1_1_r1.txt	98.95249419953976
674	678	../simulations/n_vars_1\sim_data\sample_678\sim_output\1\sim_prot_1_1_r1.txt	155.7363128173183
675	679	../simulations/n_vars_1\sim_data\sample_679\sim_output\1\sim_prot_1_1_r1.txt	252.1143678710084
676	680	../simulations/n_vars_1\sim_data\sample_680\sim_output\1\sim_prot_1_1_r1.txt	83.20378119646803
677	681	../simulations/n_vars_1\sim_data\sample_681\sim_output\1\sim_prot_1_1_r1.txt	445.8556962646843
678	682	../simulations/n_vars_1\sim_data\sample_682\sim_output\1\sim_prot_1_1_r1.txt	72.79417658898507
679	683	../simulations/n_vars_1\sim_data\sample_683\sim_output\1\sim_prot_1_1_r1.txt	577.5426882634677
680	684	../simulations/n_vars_1\sim_data\sample_684\sim_output\1\sim_prot_1_1_r1.txt	420.0489561060518
681	685	../simulations/n_vars_1\sim_data\sample_685\sim_output\1\sim_prot_1_1_r1.txt	327.7927168676761
682	686	../simulations/n_vars_1\sim_data\sample_686\sim_output\1\sim_prot_1_1_r1.txt	167.3983654001058
683	687	../simulations/n_vars_1\sim_data\sample_687\sim_output\1\sim_prot_1_1_r1.txt	502.7801338127277
684	688	../simulations/n_vars_1\sim_data\sample_688\sim_output\1\sim_prot_1_1_r1.txt	100.4810138672932
685	689	../simulations/n_vars_1\sim_data\sample_689\sim_output\1\sim_prot_1_1_r1.txt	77.66506101705416
686	690	../simulations/n_vars_1\sim_data\sample_690\sim_output\1\sim_prot_1_1_r1.txt	602.2056057194418
687	691	../simulations/n_vars_1\sim_data\sample_691\sim_output\1\sim_prot_1_1_r1.txt	565.9810492018512
688	692	../simulations/n_vars_1\sim_data\sample_692\sim_output\1\sim_prot_1_1_r1.txt	365.8123389028032
689	693	../simulations/n_vars_1\sim_data\sample_693\sim_output\1\sim_prot_1_1_r1.txt	149.3911488809171
690	694	../simulations/n_vars_1\sim_data\sample_694\sim_output\1\sim_prot_1_1_r1.txt	231.828269775392
691	695	../simulations/n_vars_1\sim_data\sample_695\sim_output\1\sim_prot_1_1_r1.txt	75.14215292830907
692	696	../simulations/n_vars_1\sim_data\sample_696\sim_output\1\sim_prot_1_1_r1.txt	158.5507557304027
693	697	../simulations/n_vars_1\sim_data\sample_697\sim_output\1\sim_prot_1_1_r1.txt	375.4891308990406
694	698	../simulations/n_vars_1\sim_data\sample_698\sim_output\1\sim_prot_1_1_r1.txt	169.3388671893889
695	699	../simulations/n_vars_1\sim_data\sample_699\sim_output\1\sim_prot_1_1_r1.txt	193.0575324559741
696	700	../simulations/n_vars_1\sim_data\sample_700\sim_output\1\sim_prot_1_1_r1.txt	70.31313982864592
697	701	../simulations/n_vars_1\sim_data\sample_701\sim_output\1\sim_prot_1_1_r1.txt	162.9573537346634
698	702	../simulations/n_vars_1\sim_data\sample_702\sim_output\1\sim_prot_1_1_r1.txt	181.5290979736902
699	703	../simulations/n_vars_1\sim_data\sample_703\sim_output\1\sim_prot_1_1_r1.txt	598.018758714218
700	704	../simulations/n_vars_1\sim_data\sample_704\sim_output\1\sim_prot_1_1_r1.txt	253.1106485560683
