sim_number	sample_id	sim_file	m_kinetics_isotype_1_scheme_2_transition_2_parameter_1
833	838	../simulations/n_vars_1\sim_data\sample_838\sim_output\1\sim_prot_1_1_r1.txt	75.50849856031176
834	839	../simulations/n_vars_1\sim_data\sample_839\sim_output\1\sim_prot_1_1_r1.txt	76.18140749700063
835	840	../simulations/n_vars_1\sim_data\sample_840\sim_output\1\sim_prot_1_1_r1.txt	321.9157410701403
836	841	../simulations/n_vars_1\sim_data\sample_841\sim_output\1\sim_prot_1_1_r1.txt	433.499103881207
837	842	../simulations/n_vars_1\sim_data\sample_842\sim_output\1\sim_prot_1_1_r1.txt	629.3928951715068
838	843	../simulations/n_vars_1\sim_data\sample_843\sim_output\1\sim_prot_1_1_r1.txt	443.1096585543217
839	844	../simulations/n_vars_1\sim_data\sample_844\sim_output\1\sim_prot_1_1_r1.txt	91.99781363404405
840	845	../simulations/n_vars_1\sim_data\sample_845\sim_output\1\sim_prot_1_1_r1.txt	67.2580792368333
841	846	../simulations/n_vars_1\sim_data\sample_846\sim_output\1\sim_prot_1_1_r1.txt	72.32501395847605
842	847	../simulations/n_vars_1\sim_data\sample_847\sim_output\1\sim_prot_1_1_r1.txt	96.20005404633028
843	848	../simulations/n_vars_1\sim_data\sample_848\sim_output\1\sim_prot_1_1_r1.txt	285.2121062582601
844	849	../simulations/n_vars_1\sim_data\sample_849\sim_output\1\sim_prot_1_1_r1.txt	221.645732564067
845	850	../simulations/n_vars_1\sim_data\sample_850\sim_output\1\sim_prot_1_1_r1.txt	373.5255944568938
846	851	../simulations/n_vars_1\sim_data\sample_851\sim_output\1\sim_prot_1_1_r1.txt	130.0701649591787
847	852	../simulations/n_vars_1\sim_data\sample_852\sim_output\1\sim_prot_1_1_r1.txt	311.8021016297516
848	853	../simulations/n_vars_1\sim_data\sample_853\sim_output\1\sim_prot_1_1_r1.txt	100.8856605746551
849	854	../simulations/n_vars_1\sim_data\sample_854\sim_output\1\sim_prot_1_1_r1.txt	161.2063093488615
850	855	../simulations/n_vars_1\sim_data\sample_855\sim_output\1\sim_prot_1_1_r1.txt	168.9524310895535
851	856	../simulations/n_vars_1\sim_data\sample_856\sim_output\1\sim_prot_1_1_r1.txt	74.61692000452953
852	857	../simulations/n_vars_1\sim_data\sample_857\sim_output\1\sim_prot_1_1_r1.txt	150.54366176543
853	858	../simulations/n_vars_1\sim_data\sample_858\sim_output\1\sim_prot_1_1_r1.txt	349.1515805965061
854	859	../simulations/n_vars_1\sim_data\sample_859\sim_output\1\sim_prot_1_1_r1.txt	72.70958676332229
855	860	../simulations/n_vars_1\sim_data\sample_860\sim_output\1\sim_prot_1_1_r1.txt	232.7998658523166
856	861	../simulations/n_vars_1\sim_data\sample_861\sim_output\1\sim_prot_1_1_r1.txt	434.2954560193891
857	862	../simulations/n_vars_1\sim_data\sample_862\sim_output\1\sim_prot_1_1_r1.txt	71.4187843265742
858	863	../simulations/n_vars_1\sim_data\sample_863\sim_output\1\sim_prot_1_1_r1.txt	193.5087245489435
859	864	../simulations/n_vars_1\sim_data\sample_864\sim_output\1\sim_prot_1_1_r1.txt	109.3716101342271
860	865	../simulations/n_vars_1\sim_data\sample_865\sim_output\1\sim_prot_1_1_r1.txt	107.5372185468615
861	866	../simulations/n_vars_1\sim_data\sample_866\sim_output\1\sim_prot_1_1_r1.txt	114.905849813814
862	867	../simulations/n_vars_1\sim_data\sample_867\sim_output\1\sim_prot_1_1_r1.txt	534.184234865494
863	868	../simulations/n_vars_1\sim_data\sample_868\sim_output\1\sim_prot_1_1_r1.txt	254.1574253893325
864	869	../simulations/n_vars_1\sim_data\sample_869\sim_output\1\sim_prot_1_1_r1.txt	184.1493663415649
865	870	../simulations/n_vars_1\sim_data\sample_870\sim_output\1\sim_prot_1_1_r1.txt	86.8408329719743
866	871	../simulations/n_vars_1\sim_data\sample_871\sim_output\1\sim_prot_1_1_r1.txt	431.5102290856165
867	872	../simulations/n_vars_1\sim_data\sample_872\sim_output\1\sim_prot_1_1_r1.txt	346.1479819135924
868	873	../simulations/n_vars_1\sim_data\sample_873\sim_output\1\sim_prot_1_1_r1.txt	323.4372109492665
869	874	../simulations/n_vars_1\sim_data\sample_874\sim_output\1\sim_prot_1_1_r1.txt	197.1050877628063
870	875	../simulations/n_vars_1\sim_data\sample_875\sim_output\1\sim_prot_1_1_r1.txt	105.0632087306738
871	876	../simulations/n_vars_1\sim_data\sample_876\sim_output\1\sim_prot_1_1_r1.txt	66.22639513650938
872	877	../simulations/n_vars_1\sim_data\sample_877\sim_output\1\sim_prot_1_1_r1.txt	178.5378572012256
873	878	../simulations/n_vars_1\sim_data\sample_878\sim_output\1\sim_prot_1_1_r1.txt	265.803975791151
874	879	../simulations/n_vars_1\sim_data\sample_879\sim_output\1\sim_prot_1_1_r1.txt	605.9022214581139
875	880	../simulations/n_vars_1\sim_data\sample_880\sim_output\1\sim_prot_1_1_r1.txt	72.50143846623929
876	881	../simulations/n_vars_1\sim_data\sample_881\sim_output\1\sim_prot_1_1_r1.txt	202.6832359756038
877	882	../simulations/n_vars_1\sim_data\sample_882\sim_output\1\sim_prot_1_1_r1.txt	75.75907683505278
878	883	../simulations/n_vars_1\sim_data\sample_883\sim_output\1\sim_prot_1_1_r1.txt	461.833986079102
879	884	../simulations/n_vars_1\sim_data\sample_884\sim_output\1\sim_prot_1_1_r1.txt	135.0117031342486
880	885	../simulations/n_vars_1\sim_data\sample_885\sim_output\1\sim_prot_1_1_r1.txt	468.7216336789957
881	886	../simulations/n_vars_1\sim_data\sample_886\sim_output\1\sim_prot_1_1_r1.txt	421.6030083717804
882	887	../simulations/n_vars_1\sim_data\sample_887\sim_output\1\sim_prot_1_1_r1.txt	594.3666979886527
883	888	../simulations/n_vars_1\sim_data\sample_888\sim_output\1\sim_prot_1_1_r1.txt	129.183989996283
884	889	../simulations/n_vars_1\sim_data\sample_889\sim_output\1\sim_prot_1_1_r1.txt	200.5406592765159
885	890	../simulations/n_vars_1\sim_data\sample_890\sim_output\1\sim_prot_1_1_r1.txt	108.9170553222157
886	891	../simulations/n_vars_1\sim_data\sample_891\sim_output\1\sim_prot_1_1_r1.txt	103.0550665067357
887	892	../simulations/n_vars_1\sim_data\sample_892\sim_output\1\sim_prot_1_1_r1.txt	560.5785916290308
888	893	../simulations/n_vars_1\sim_data\sample_893\sim_output\1\sim_prot_1_1_r1.txt	67.80721831447981
889	894	../simulations/n_vars_1\sim_data\sample_894\sim_output\1\sim_prot_1_1_r1.txt	472.485380855755
890	895	../simulations/n_vars_1\sim_data\sample_895\sim_output\1\sim_prot_1_1_r1.txt	71.19838545748715
891	896	../simulations/n_vars_1\sim_data\sample_896\sim_output\1\sim_prot_1_1_r1.txt	269.3708813736305
892	897	../simulations/n_vars_1\sim_data\sample_897\sim_output\1\sim_prot_1_1_r1.txt	159.1147944891708
893	898	../simulations/n_vars_1\sim_data\sample_898\sim_output\1\sim_prot_1_1_r1.txt	264.9523750712275
894	899	../simulations/n_vars_1\sim_data\sample_899\sim_output\1\sim_prot_1_1_r1.txt	105.5900446038458
895	900	../simulations/n_vars_1\sim_data\sample_900\sim_output\1\sim_prot_1_1_r1.txt	345.8452513725859
896	901	../simulations/n_vars_1\sim_data\sample_901\sim_output\1\sim_prot_1_1_r1.txt	139.0013489154253
897	902	../simulations/n_vars_1\sim_data\sample_902\sim_output\1\sim_prot_1_1_r1.txt	71.02165794227267
898	903	../simulations/n_vars_1\sim_data\sample_903\sim_output\1\sim_prot_1_1_r1.txt	596.7581569283752
899	904	../simulations/n_vars_1\sim_data\sample_904\sim_output\1\sim_prot_1_1_r1.txt	182.0010653301643
900	905	../simulations/n_vars_1\sim_data\sample_905\sim_output\1\sim_prot_1_1_r1.txt	85.67122783068783
