sim_number	sample_id	sim_file	m_kinetics_isotype_1_scheme_2_transition_2_parameter_1
726	730	../simulations/n_vars_1\sim_data\sample_730\sim_output\1\sim_prot_1_1_r1.txt	69.39438747606812
727	731	../simulations/n_vars_1\sim_data\sample_731\sim_output\1\sim_prot_1_1_r1.txt	73.93408937829956
728	732	../simulations/n_vars_1\sim_data\sample_732\sim_output\1\sim_prot_1_1_r1.txt	90.61566120108935
729	733	../simulations/n_vars_1\sim_data\sample_733\sim_output\1\sim_prot_1_1_r1.txt	154.6069791068762
730	734	../simulations/n_vars_1\sim_data\sample_734\sim_output\1\sim_prot_1_1_r1.txt	486.0682480631835
731	735	../simulations/n_vars_1\sim_data\sample_735\sim_output\1\sim_prot_1_1_r1.txt	134.7999445849889
732	736	../simulations/n_vars_1\sim_data\sample_736\sim_output\1\sim_prot_1_1_r1.txt	152.3770016644403
733	737	../simulations/n_vars_1\sim_data\sample_737\sim_output\1\sim_prot_1_1_r1.txt	463.0037542648441
734	738	../simulations/n_vars_1\sim_data\sample_738\sim_output\1\sim_prot_1_1_r1.txt	426.5011773847722
735	740	../simulations/n_vars_1\sim_data\sample_740\sim_output\1\sim_prot_1_1_r1.txt	456.4628235435832
736	741	../simulations/n_vars_1\sim_data\sample_741\sim_output\1\sim_prot_1_1_r1.txt	631.608628765527
737	742	../simulations/n_vars_1\sim_data\sample_742\sim_output\1\sim_prot_1_1_r1.txt	84.71461610486625
738	743	../simulations/n_vars_1\sim_data\sample_743\sim_output\1\sim_prot_1_1_r1.txt	296.0794908222182
739	744	../simulations/n_vars_1\sim_data\sample_744\sim_output\1\sim_prot_1_1_r1.txt	266.2427440572341
740	745	../simulations/n_vars_1\sim_data\sample_745\sim_output\1\sim_prot_1_1_r1.txt	71.76094388941702
741	746	../simulations/n_vars_1\sim_data\sample_746\sim_output\1\sim_prot_1_1_r1.txt	499.3843394384228
742	747	../simulations/n_vars_1\sim_data\sample_747\sim_output\1\sim_prot_1_1_r1.txt	243.8995169538514
743	748	../simulations/n_vars_1\sim_data\sample_748\sim_output\1\sim_prot_1_1_r1.txt	148.5375910083934
744	749	../simulations/n_vars_1\sim_data\sample_749\sim_output\1\sim_prot_1_1_r1.txt	619.6073783510504
745	750	../simulations/n_vars_1\sim_data\sample_750\sim_output\1\sim_prot_1_1_r1.txt	267.3363914528384
746	751	../simulations/n_vars_1\sim_data\sample_751\sim_output\1\sim_prot_1_1_r1.txt	211.0174405369322
747	752	../simulations/n_vars_1\sim_data\sample_752\sim_output\1\sim_prot_1_1_r1.txt	102.6025040221412
748	753	../simulations/n_vars_1\sim_data\sample_753\sim_output\1\sim_prot_1_1_r1.txt	325.6553467107156
749	754	../simulations/n_vars_1\sim_data\sample_754\sim_output\1\sim_prot_1_1_r1.txt	513.2926284561767
750	755	../simulations/n_vars_1\sim_data\sample_755\sim_output\1\sim_prot_1_1_r1.txt	416.969079993019
751	756	../simulations/n_vars_1\sim_data\sample_756\sim_output\1\sim_prot_1_1_r1.txt	269.1443495675209
752	757	../simulations/n_vars_1\sim_data\sample_757\sim_output\1\sim_prot_1_1_r1.txt	83.02505483912614
753	758	../simulations/n_vars_1\sim_data\sample_758\sim_output\1\sim_prot_1_1_r1.txt	298.3960517903075
754	759	../simulations/n_vars_1\sim_data\sample_759\sim_output\1\sim_prot_1_1_r1.txt	470.1418181962094
755	760	../simulations/n_vars_1\sim_data\sample_760\sim_output\1\sim_prot_1_1_r1.txt	101.2482618026421
756	761	../simulations/n_vars_1\sim_data\sample_761\sim_output\1\sim_prot_1_1_r1.txt	582.4095009150623
757	762	../simulations/n_vars_1\sim_data\sample_762\sim_output\1\sim_prot_1_1_r1.txt	68.01880546935504
758	763	../simulations/n_vars_1\sim_data\sample_763\sim_output\1\sim_prot_1_1_r1.txt	186.028626522456
759	764	../simulations/n_vars_1\sim_data\sample_764\sim_output\1\sim_prot_1_1_r1.txt	127.6749505554459
760	765	../simulations/n_vars_1\sim_data\sample_765\sim_output\1\sim_prot_1_1_r1.txt	300.5790876944601
761	766	../simulations/n_vars_1\sim_data\sample_766\sim_output\1\sim_prot_1_1_r1.txt	181.0813797473015
762	767	../simulations/n_vars_1\sim_data\sample_767\sim_output\1\sim_prot_1_1_r1.txt	136.1623892040792
763	768	../simulations/n_vars_1\sim_data\sample_768\sim_output\1\sim_prot_1_1_r1.txt	76.93372209674013
764	769	../simulations/n_vars_1\sim_data\sample_769\sim_output\1\sim_prot_1_1_r1.txt	79.22880902318539
765	770	../simulations/n_vars_1\sim_data\sample_770\sim_output\1\sim_prot_1_1_r1.txt	104.4856229730777
766	771	../simulations/n_vars_1\sim_data\sample_771\sim_output\1\sim_prot_1_1_r1.txt	106.8475430946683
767	772	../simulations/n_vars_1\sim_data\sample_772\sim_output\1\sim_prot_1_1_r1.txt	554.8018349624729
768	773	../simulations/n_vars_1\sim_data\sample_773\sim_output\1\sim_prot_1_1_r1.txt	118.0661007406322
769	774	../simulations/n_vars_1\sim_data\sample_774\sim_output\1\sim_prot_1_1_r1.txt	480.8462681904331
770	775	../simulations/n_vars_1\sim_data\sample_775\sim_output\1\sim_prot_1_1_r1.txt	145.2179441065291
771	776	../simulations/n_vars_1\sim_data\sample_776\sim_output\1\sim_prot_1_1_r1.txt	99.24371223701151
772	777	../simulations/n_vars_1\sim_data\sample_777\sim_output\1\sim_prot_1_1_r1.txt	537.1540037924634
773	778	../simulations/n_vars_1\sim_data\sample_778\sim_output\1\sim_prot_1_1_r1.txt	629.8522019427734
774	779	../simulations/n_vars_1\sim_data\sample_779\sim_output\1\sim_prot_1_1_r1.txt	111.3379305288439
775	780	../simulations/n_vars_1\sim_data\sample_780\sim_output\1\sim_prot_1_1_r1.txt	188.4395180618891
776	781	../simulations/n_vars_1\sim_data\sample_781\sim_output\1\sim_prot_1_1_r1.txt	125.5227466653259
777	782	../simulations/n_vars_1\sim_data\sample_782\sim_output\1\sim_prot_1_1_r1.txt	173.6531150576741
778	783	../simulations/n_vars_1\sim_data\sample_783\sim_output\1\sim_prot_1_1_r1.txt	87.46605066007804
779	784	../simulations/n_vars_1\sim_data\sample_784\sim_output\1\sim_prot_1_1_r1.txt	209.9280368925867
780	785	../simulations/n_vars_1\sim_data\sample_785\sim_output\1\sim_prot_1_1_r1.txt	110.9753095316984
781	786	../simulations/n_vars_1\sim_data\sample_786\sim_output\1\sim_prot_1_1_r1.txt	204.440799589777
782	787	../simulations/n_vars_1\sim_data\sample_787\sim_output\1\sim_prot_1_1_r1.txt	147.8310695777131
783	788	../simulations/n_vars_1\sim_data\sample_788\sim_output\1\sim_prot_1_1_r1.txt	126.4922786426841
784	789	../simulations/n_vars_1\sim_data\sample_789\sim_output\1\sim_prot_1_1_r1.txt	255.0546088714449
785	790	../simulations/n_vars_1\sim_data\sample_790\sim_output\1\sim_prot_1_1_r1.txt	68.36271308953748
786	791	../simulations/n_vars_1\sim_data\sample_791\sim_output\1\sim_prot_1_1_r1.txt	223.6687647476213
787	792	../simulations/n_vars_1\sim_data\sample_792\sim_output\1\sim_prot_1_1_r1.txt	117.5738863816948
788	793	../simulations/n_vars_1\sim_data\sample_793\sim_output\1\sim_prot_1_1_r1.txt	228.1704037368308
789	794	../simulations/n_vars_1\sim_data\sample_794\sim_output\1\sim_prot_1_1_r1.txt	127.6206670033717
790	795	../simulations/n_vars_1\sim_data\sample_795\sim_output\1\sim_prot_1_1_r1.txt	123.0506932776933
791	796	../simulations/n_vars_1\sim_data\sample_796\sim_output\1\sim_prot_1_1_r1.txt	117.8570116131384
792	797	../simulations/n_vars_1\sim_data\sample_797\sim_output\1\sim_prot_1_1_r1.txt	213.7802102717506
793	798	../simulations/n_vars_1\sim_data\sample_798\sim_output\1\sim_prot_1_1_r1.txt	177.9068045505318
794	799	../simulations/n_vars_1\sim_data\sample_799\sim_output\1\sim_prot_1_1_r1.txt	337.3324277682688
795	800	../simulations/n_vars_1\sim_data\sample_800\sim_output\1\sim_prot_1_1_r1.txt	94.88383902007374
796	801	../simulations/n_vars_1\sim_data\sample_801\sim_output\1\sim_prot_1_1_r1.txt	381.9620458138573
797	802	../simulations/n_vars_1\sim_data\sample_802\sim_output\1\sim_prot_1_1_r1.txt	126.92784504651
798	803	../simulations/n_vars_1\sim_data\sample_803\sim_output\1\sim_prot_1_1_r1.txt	93.85141435496843
799	804	../simulations/n_vars_1\sim_data\sample_804\sim_output\1\sim_prot_1_1_r1.txt	282.5803748985011
800	805	../simulations/n_vars_1\sim_data\sample_805\sim_output\1\sim_prot_1_1_r1.txt	394.028136893036
