sim_number	sample_id	sim_file	m_kinetics_isotype_1_scheme_2_transition_2_parameter_1
291	293	../simulations/n_vars_1\sim_data\sample_293\sim_output\1\sim_prot_1_1_r1.txt	92.67539217490815
292	294	../simulations/n_vars_1\sim_data\sample_294\sim_output\1\sim_prot_1_1_r1.txt	330.4193970192945
293	295	../simulations/n_vars_1\sim_data\sample_295\sim_output\1\sim_prot_1_1_r1.txt	157.9007796190398
294	296	../simulations/n_vars_1\sim_data\sample_296\sim_output\1\sim_prot_1_1_r1.txt	77.28284280910353
295	297	../simulations/n_vars_1\sim_data\sample_297\sim_output\1\sim_prot_1_1_r1.txt	315.2685223956416
296	298	../simulations/n_vars_1\sim_data\sample_298\sim_output\1\sim_prot_1_1_r1.txt	611.32868455869
297	299	../simulations/n_vars_1\sim_data\sample_299\sim_output\1\sim_prot_1_1_r1.txt	484.1328998903775
298	300	../simulations/n_vars_1\sim_data\sample_300\sim_output\1\sim_prot_1_1_r1.txt	82.76825336428408
299	301	../simulations/n_vars_1\sim_data\sample_301\sim_output\1\sim_prot_1_1_r1.txt	140.2015652773602
300	302	../simulations/n_vars_1\sim_data\sample_302\sim_output\1\sim_prot_1_1_r1.txt	190.3179177198317
